ProductId,Summary_Text,Sentiment,Predictions
B006MONQMC,"Good Flavor - Convienant The product has a good fruit punch flavor. It is nice that you can regulate the strength of the flavor depending upon how much you squirt into your water. Much larger than the similar Mio product. With the larger size, however, could come lack of portabilty for some. I keep this at work and add shots to my water throughout the day. You do notice a slight energy burst, but nothing too significant. It is certainly nothing you are going to ""crash"" after drinking. Overall, 4 stars.",1,1
B006MONQMC,"Somewhat comparible to Mio but much larger packaging and more benefits. This drink has a good flavor but I find myself using two squeezes per 8 oz of water as opposed to the one that they suggest.  I don't know if it is just me or what, but it tastes way to watered down otherwise -  more like gatorade I suppose.  I do notice a slight energy kick to it - different from caffeinated soda.<br /><br />I can only really compare this to Mio as I have not had anything else that is comparable.<br /><br />1.The packaging on this is much larger.  With Mio you only get 1.62 oz and with Vitamin Squeeze you get 12 oz.<br />2.This you have to refrigerate after opening and with Mio, you don't.<br />3.This bills itself as an energy drink with caffeine, vitamins and electrolytes, Mio does not.",1,0
B006MONQMC,"OK for what it is If you want a water enhancer, with no calories, and with some energy and vitamin ingredients, this is fine. The fruit punch flavor I tried tasted pretty good, with no bad after taste, though it did taste a bit artificial to me. That said, I prefer Coca Cola in moderation and really natural drinks like orange juice and iced tea....and cold water. One word of caution, my container with the Vitamin Squeeze, leaked around the top. Maybe I caused this when I unsealed it using a knife - so I suggest being extra careful when unsealing it.",1,0
B006MONQMC,"Disappointed, but others may not be I really wanted to like this product.  I'm a pretty active person who is always interested in trying out these supplements (even though I know drinking plain old water works as well as anything else), and I love the taste of fruit drinks.<br /><br />This product certainly delivers when it comes to providing a fair amount of vitamins, especially C.  That makes it a good choice, I guess, for those who don't eat fruit but it may be somewhat superfluous if you're already a healthy eater.  There is taurine in this product too, but only 10mg which is a fraction of what you'd find in energy drinks.  It's a good way to get some vitamins, but I have not noticed any kind of energy boost from its use.<br /><br />I had two issues with this product, which I'll cover briefly:<br /><br />1) Taste - I have always liked the taste of fruit punch, and was disappointed with the flavor of this product.  It tasted vaguely of artificial fruit flavoring, but even with a generous amount I never found it very fruity.  It turned my water red, but no amount of the product could make the flavor appealing.  This is just my opinion, and perhaps for others the taste is just fine.  Related to the taste was the lingering aftertaste from the use of sucralose.  This hardly makes it unique among non-sugar drinks, but I thought it worth mentioning.<br /><br />2) Amount to use - The side of the container says, annoyingly, that one squeeze per 8 ounces of water is what should be used.  However, we don't all have the same squeeze so better directions would be useful (eg. two teaspoons).  Or even better, how about something that limits the amount coming out per squeeze?  It may not seem like a huge deal, but I found it frustrating.<br /><br />I doubt I'll use this product much, given that there isn't anything to really separate it from all of the similar products already on the market.  Others may find it useful, though, and I certainly wouldn't pan it as a bad drink additive.",0,-1
B006MONQMC,"Don't fall for ""nutritious"" label claims -- artificial sweeteners and preservatives I'm not sure what the target audience for this product is, but it left me confused.. Health-conscious individuals would probably stay away from this item due to the caffeine and artificial ingredients. To say that it is ""nutritious and delicious"" is a bit of a disingenuous marketing stretch. Eating a multi-grain piece of bread is nutritious. This product is fortified with several B vitamins (3, 5, 6, 12) and while vitamins are good for you, drinking a cocktail of caffeine, sucralose (artificial sweetener), sodium benzoate and potassium sorbate (preservatives) and Red #40 (an artificial dye, missing from Amazon's product description) probably isn't what most people would consider ""nutritious"". The label says ""all natural favors"", which might lead some consumers to believe this is an all-natural product. It certainly is not. It contains no juices of any kind -- just something mysteriously listed as ""natural flavor"".<br /><br />Vitamin C is very easy to get from fruit and certain vegetables, so you don't need an artificial source of it. Vitamin C is everywhere and deficiency hasn't been a problem for about 100 years. The fruit punch taste is fine. It's on the same level as Kool-Aid, but the sucralose left an unpleasant lingering aftertaste. Going down, it tasted good, but afterwards, it left a strange sensation in the back of my throat. I would certainly not recommend this as a ""healthy"" beverage because of the artificial ingredients and caffeine. Call me a health nut if you wish, but I recommend getting vitamins from whole, unprocessed foods and fruit whenever possible, not from a bottle. The label warns not to serve this to children, or mix it with alcoholic or caffeinated beverages.<br /><br />If you don't mind sucralose and preservatives, this product may still have uses for you. It has zero calories and the squeeze bottle is handy and easy to use, once you get the inner seal off. It has a pull tab, but is glued on so tight that no amount of pulling would get it off. I had to use a knife to puncture the seal and remove it. Product makes 24 servings and the side has markings indicating how much to use, though it is a useless feature because the you can't see through the label to see how much of the product remains. The label is completely opaque.",0,-1
B006MONQMC,"Good tasting and frees up space in my fridge and pantry <span class=""tiny""> Length:: 1:10 Mins<br /><br /></span>Using <a href=""http://www.amazon.com/gp/product/B006MONQMC"">Vitamin Squeeze Energy Drink</a> is simple. Grab a glass, give the bottle a squeeze and fill the glass with water. I did a quick video just for fun to show it being used and here's what I like about it.<br /><br />Pros:<br />* Easy to use and store. Since this bottle makes 24/8 ounce servings, that's 12-24 bottles of energy drinks not being stored in my fridge or pantry. Very convenient!<br />* Control the flavor intensity. Although more or less of the concentrate obviously changes what vitamins and caffeine you'll receive, I like that ability.<br />* Besides Fruit Punch which I like, there are several other flavor choices: <a href=""http://www.amazon.com/gp/product/B006MONQP4"">Peach Green Tea</a>, <a href=""http://www.amazon.com/gp/product/B006MONQDQ"">Acai Grape Pomegranate</a> and <a href=""http://www.amazon.com/gp/product/B006MONQJU"">Tropical Citrus</a>.<br />* Price. Currently an order comes with 4 bottles, which comes out to 96/8 ounce servings. Now even if your regular energy drink is 16 ounces that's still 48 servings at less than $.50 each.<br /><br />Cons:<br />* None that I have found so far.",1,1
B006MONQMC,"Tasty water enhancer! First, let me start by saying that I am not a fan of water. I hate plain water -- and anything that will help me to be able to drink more is a good thing in my estimation. I have tried several different ""squirt"" additives (such as <a href=""http://www.amazon.com/gp/product/B004E4EBMG"">MIO Mango Peach, 1.62 Ounce (Pack of 4)</a>) and found them to be OK but I like this better. At first it seemed that there was a bit of a medicinal taste to the water, but either I got used to it or it faded fast, because now I don't notice it anymore. It's important to shake the bottle well, however, before squeezing it into your drink. I usually fill a tumbler with ice and water (about 16 ounces) and then squeeze the bottle and, voila, my drink is ready. I sometimes stir the additive into the water, but it doesn't really seem to be necessary to do that.<br /><br />Any time you add an artificial flavoring to a product, opinions on whether it is good or bad are going to be entirely a personal reaction. The flavor I received was fruit punch, and I must confess it's not my favorite (I'd prefer cherry), but it goes down easy when I'm really thirsty. I don't consume a lot of fruit either, so I'm glad this product offers 120% of my vitamin C daily requirement per squeeze (serving). It also contains caffeine, taurine, 40% of the RDA for some of the B vitamins and a trace amount of some minerals. NO fat, NO carbohydrates, and NO calories!<br /><br />This is a good sized-bottle so it's not something you can carry everywhere, and it has to be refrigerated after opening. It offers 24 servings (at 15 mL = 1/2 ounce) per bottle so it's about 25¢ a serving. Anyway, I like it and would really like to try another flavor. Anything to increase my water intake!",1,0
B006MONQMC,"Stains, tastes like a vitamin and teens rejected it. The vitamins defiantly leave an aftertaste. Not really strong, but strong enough that both of my teens were not willing to drink it again.  I found it better in ice tea, but I could also taste the vitamins.<br /><br />The bottle has one of those seals that have a little flap you pull on.  It did not work, the flap pulled off before the seal, so  I had to get a knife to open the seal.<br /><br />The bottle is large, and needs to be refrigerated after opening.<br />I always test these drinks for staining by squirting a little on a cotton rag and throwing it in with the wash.  This stains.  I was able to get it out with a 3 hour soak in stain remover.<br /><br />Overall, disappointing but not horrific.",-1,-1
B006MONQMC,"Enjoyable There are many of these types of water additives on the market today and many of them offer the similar qualities - added vitamins, energy, etc.  Vitamin Squeeze Energy Drink is no different.  However, what is different is the size - at 12 oz it is much larger than many of the similar products out there.  The flavor is fairly good, however I do still notice that ""strange"" aftertaste which I think just goes with the artificial sweetener, sucralose.  I don't care much for that.  Otherwise the flavor is good - not like Hawaiian Punch to me, as some have mentioned, however that just may be in the tastebuds of the taster.  Does it give me a boost of energy?  None that I noticed, however I think I have some kind of built up tolerance to caffeine and energy drinks because they never seem to do anything for me in the way of wakefulness or energy.  I do have to say that I enjoy the flavor enough that it helps me drink more water.  Not one that is particularly fond of drinking the amount of water that I should each day, this added flavoring does help.  Keep in mind that, unlike other flavor additives, this one does need to be refrigerated and used within 30 days of opening for optimum freshness.  This is not an issue for me and actually makes me feel more assured of its quality by having it refrigerated.  All in all, a very good product and one that I will use and look forward to trying out the other flavors.",1,0
B006MONQMC,"don't bother. no energy, bad taste. not natural at all Nutritious and Delicious? I don't think so.<br /><br />it Contains sucralose AKA Splend and Sodium Benzoate. I'd hardly consider these nutritious.<br /><br />Secondly, it tasted like I was drinking a <a href=""http://www.amazon.com/gp/product/B001G7QQMW"">Flintstones Childrens vitamin</a>. Yuck.<br /><br />Third, it's supposed to be an energy drink. it did nothing but give me a bad headache.<br /><br />There's really not much to say. I can't suggest this. it's terrible. Avoid",-1,-1
B006MONQMC,"Aesthetically Pleasing Design Ruined By Horrible Taste Throughout the work day, I usually drink about 16 ounces of water just sitting at the desk. The past couple months I've been trying a variety of different energy drinks and supplements. When I had the opportunity to try the VITAMIN SQUEEZE FRUIT PUNCH ENERGY DRINK through Amazon's Vine Program, I decided to give it a try. I'm drinking a lot of water every day anyway, so I figured I might as well try to mix things up a little.<br /><br />The drink itself comes in a container that looks a little like one of those newer upside-down ketchup squeeze bottles. There's supposed to be enough product for 24 8-ounce servings. This water additive concoction contains vitamins B6, B5, B3, B12, C, as well as magnesium and chromium. It's also supposed to contain 40mg of caffeine (about the same as a can of regular soda).<br /><br />I liked the overall design of the bottle. It's aesthetically pleasing and the bottle is quite easy to use once it's opened. It also does seem to provide a very short burst of energy after use. However, I had several issues with the product.<br /><br />The first issue I had with VITAMIN SQUEEZE FRUIT PUNCH ENERGY DRINK is that it's a bit more difficult to open. In addition to removing the wrapping from around the edge, you have to poke open the squeeze hole. I tried just squeezing, but it didn't work. So, I ended up using an ice pick. You can probably use the tip of a knife or a prong of a fork, too.<br /><br />Beyond using a measuring cup, there's no real way to figure out exactly how much of a squeeze is required for an 8-ounce bottle of water (or a 16-once water bottle). So, the user is left to guestimate. It took about a 1/3rd of the bottle over several days before I was able to get close to what I think was the proper amount.<br /><br />The biggest issue I had with this energy drink was the flavor. Personally, I think it tastes horrible. It's supposed to be a fruit punch-flavored additive. However, it tastes more like liquid Sweet Tarts; it has a very strong acidic aftertaste that completely eradicates the initial sweetness that one tastes. After I got down to less than ½ a bottle, I tried drinking the Vitamin Squeeze directly from the bottle. I thought it might help with the flavor. I was completely wrong. The horrible Sweet Tart-taste just became even more pungent.<br /><br />So, though VITAMIN SQUEEZE FRUIT PUNCH ENERGY DRINK does seem to provide a short burst of energy and has lots of vitamins, the positives are almost wiped out by the horrible taste. Personally, I'd take a 5-hour energy drink or a can of NO FEAR over this energy drink.",-1,0
B006MONQMC,"Can't get past the taste Say what you will about Vine reviews skewing too much one way or the other, this was just disgusting. The ""nutrition"" aspects aren't bad--they're not good, either--but the flavor is something that I can't live with. My wife described it as ""watered-down [children's drink with a mascot that breaks through walls]"", but adding more to the water just made the solution taste more ""fake"" and unpalatable.<br /><br />If you dig the flavor, though, you'll get some good B vitamins and caffeine, so I guess this would be good for someone on the go that needed a lift.",-1,-1
B006MONQMC,"Good size, nice taste I had just run out of Mio when this came in the mail. It isn't as sweet as Mio but just as good. It tastes like sugar free Kool-aid. I'm a coffee drinker so haven't noticed much energy from this, but I like it for the vitamins in it and to give a little flavor to the plain water I drink so much of. The bottle is large. Fruit Punch is pretty good and if I see this in stores I will probably buy more.",1,1
B006MONQMC,"We didn't like the taste This taste like kool-aid with a hint of cough syrup. I hate cough syrup and the kids here didn't like the taste either. It also contains caffeine, so you can't give this stuff to kids all day thinking that the vitamins will be good for them (too much caffeine makes kids go hyper active). If you dilute it a lot, it doesn't take like anything except for a kool-aide/cough syrup after taste.<br /><br />The bottle is pretty large though and will last for weeks if you enjoy the taste.",-1,-1
B006MONQMC,"Contains Vitamins, Caffeine and Electrolytes, as well as Red Dye and Sucralose This product is called by the manufacturer: a ""water enhancer"" and boasts to give you vitamins and energy with ""an extra dose of vigor"" and with 0 calories, sugar and carbs, with a fruit punch flavor from ""all natural flavors"". I was curious, so gave it a try.<br /><br />You are supposed to use one squeeze per 8 ounces of water with this package holding 24 servings. Depending on your squeeze time the drink will be weak, just right or strong, so you have to figure out how you like it. It does taste like fruit punch and is sweet thanks to the sucralose.<br /><br />The product is red colored thanks to red dye #40 which some with dye allergies may like to know is present  in this product.<br /><br />As for vitamins, it says it has 120% of the RDA for vitamin C, and has 40 mg or less of Vitamin Bs and taurine. Additives give electrolytes also.<br /><br />The energy is thanks to the added natural caffeine, 40 mg per serving.<br /><br />This is good for covering up the bad taste of tap water or if you just hate the flavor of plain water. The best use of this for my family is to use it when my kids have no choice but to drink terrible tasting water while at Boy Scout camp. Add this to that awful hose water they use at camp, and the Scouts will drink the water provided and they will not only get hydrated but it adds some vitamins and electrolytes. However my family does try to avoid artificial sweeteners in our daily life.<br /><br />This product basically turns your water into an electrolyte and caffeine drink with flavor, not unlike buying the sports drinks pre-made except this is convenient to put into your own water in whatever container you use (water bottle for bike ride or whatever). You will save money by purchasing this instead of premixed energy drinks, too.<br /><br />I think this product has its place although there is still debate over the necessity of drinking electrolyte drinks while doing non-extreme exercising vs. drinking just plain water, and some people will continue to debate whether sucralose should be a part of our daily diets and others seek to avoid food dyes. I will stay out of the debate for my review...the purpose of my review is to tell you what is in this product and how it tastes. I'll let you decide if this is something you want or need to use.",1,1
B006MONQMC,"Vitamins and caffeine YES, taste NO <span class=""tiny""> Length:: 0:49 Mins<br /><br /></span>There is a powdered packet product that is like a squeeze of fresh lemon or orange. No sweetener, just flavor. Why-O-Why can't a taste like that be in a vitamin water drink? I found this to be overly sweet with artificial 'saccharine' type aftertaste. I'm also afraid that it would stain like ink if spilled. I love the electrolytes and vitamins, adore the caffeine, but can't stand the taste. Taste is subjective, so perhaps others may like it quite a bit, especially if you like a lot of sweetener products in your beverages.",-1,-1
B006MONQMC,"Great idea but taste is off As a mother of 7, I am always looking for healthy alternatives to sodas, Kool-aid, and energy drinks my kids seem to pine for. The fact that this is not a powder (which can be really messy for a child to use) and contains a respectable number of vitamins made me excited to try it.<br /><br />The squeeze bottle is just the right size for even small hands. Also, the liquid mixes instantly in water so a spoon isn't even needed to stir! Less things to wash for me.<br /><br />All of my kids were eager to try it but sadly, the taste is so off that no one even finished their glass. That's saying a lot since my kids will drink stuff I don't even want to smell. 7 people tried it, including myself, and everyone described it the same way. The first swallow was OK, but it is immediately followed by a strong aftertaste that can only be described as ""medicine-like"". It is a seriously bad taste.<br /><br />Also, everyone needed 3 squirts for it to taste like anything except watered down cough syrup. But then, it just tasted like Kool-aid and cough syrup mixed together.<br /><br />I hope the manufacturers read these reviews and work on the flavor because if it tasted good, I'd buy it by the case. This is exactly the kind of product I've been looking for - if I could only ""swallow"" the awful taste.",-1,-1
B006MONQMC,"Convenient package, flavor less than appealing Like so many low or no-calorie, water flavoring drinks, the Vitamin Squeeze has a cloying artificial sweetener taste, sucralose in this instance.  The Fruit Punch flavor is more reminiscent of Kool Aid than any naturally occurring fruits.  Indeed the ingredients list ambiguously ""natural flavor"".  The shtick on this drink is that it has a few added vitamins (A, C, E, B complex) to give you the illusion of healthfulness.  If this is how you are getting your vitamins, you seriously need to reassess your diet.  Finally, the coup de grace is caffeine.  My favorite drug of choice and peak-me up. There is 40 mg per squeeze.  Roughly 1/3 to 1/2 of a cup of coffee, or half of a 9.5 ounce Red Bull.  Because of the caffeine, this is not a kids drink!<br />The list of ingredients is a series of chemicals (vitamins, artificial sweetener, caffeine, etc.), so how they get away with the ""All Natural"" label is a wonder of modern marketing.  As is the ""natural caffeine"".  As opposed to what?  Artificial caffeine?<br /><br />I am impressed by the packaging genius of this container.  The one squeeze per 8 ounces of water (24 squeezes in the bottle) is super convenient and brilliant means of delivery.  No messy measuring.  If it works for ketchup and mayonnaise, why not for concentrated energy drinks.",-1,1
B006MONQMC,"Vitamin Squeeze Energy Drink: OK, but this flavor won't be reordered I drink a lot of water, and it can range from the bottled variety to basic tap water, depending on where I am at the time. I also like freshly-squeezed lemonade, which is about as basic a water additive as can be found. Iced tea is also a good basic water changer, as is iced coffee. Am not super picky about the amount of sweetener that is added, as long as it's with some form or real sugar, and not some chemical additive; for some reason they don't seem to agree with me. But lemonade, iced tea and iced coffee all take time to prepare.<br /><br />This <a href=""http://www.amazon.com/gp/product/B006MONQMC"">Vitamin Squeeze Energy Drink</a> in the Fruit Punch flavor presents an interesting and convenient way to alter the flavor of plain tap water for those who like it that way. It's convenient enough: refrigerate it, and then just add one squeeze for each eight ounces of water, as it says on the container. The container also notes that each squeeze adds more flavor and nutrition, and that one container makes 24 servings. It's hard to get more convenient than that.<br /><br />Looking at the container, it proclaims that there are zero calories, zero sugar and zero carbs. It also says:<br /><br />""Vitamin Squeeze(tm) adds Vitamins, Nutrition, and Delicious ALL NATURAL flavor to your drinking water.""<br /><br />And although there are various vitamin additives, there are some small problems, the first being that this bright red drink that resembles <a href=""http://www.amazon.com/gp/product/B003ZRZNMA"">Hawaiian Punch</a> in the Fruit Juicy Red flavor, it really doesn't taste that good, but that's a subjective opinion. And though sometimes one can learn to adapt to a new taste, this product has an aftertaste that lingers, and it's a distinctive taste that seems to dwell in the mouth, the kind that reminds one of an artificial sweetener. And according to the label, that's precisely why that aftertaste is there.<br /><br />The ingredients are listed on the product label and the information page here: water, citric acid, vitamin C, natural flavor, sucralose, natural caffeine, sodium benzoate, potassium sorbate, magnesium lactate, vitamin B3, vitamin B6, calcium lactate, potassium phosphate, vitamin A, palmitate, vitamin E, vitamin B6, vitamin B12.  It's not apparent at first, as no brand name jumps out, but there's an ingredient that is probably responsible for the aftertaste: sucralose.<br /><br />Some may not know this, but sucralose is an FDA-approved artificial sweetener which goes by the trade name of Splenda, and most sources agree that it's around 600 times sweeter than sugar, so manufacturers need to use only a small amount. Sucralose shouldn't be confused with sucrose, which is basically table sugar.  While is derived from sugar, sucrose is not a component in this sweetener. Sucralose is made by adding chlorine to sucrose, yet the sucrose itself goes away during the complex manufacturing process.<br /><br />On its positive side, sucralose is found in thousands of food and beverage products.  It's used because it is a no-calorie sweetener, and does not promote dental cavities.  It's also safe for consumption by diabetics, as it doesn't affect insulin levels, and for some can be a good thing.  Did some checking and the safety of sucralose appears to be well documented in more than 100 scientific studies conducted over a 20-year period.  Sucralose has been reviewed by the FDA, as well as by international health authorities such as the World Health Organization.  It is said to be safe for use by all consumers.<br /><br />But iced tea without sweeteners has no calories, and the same goes for iced coffee.  And above all, plain water, be it from a bottle or from the tap is exempt as well.  I'm no health fanatic, and as a cyclist do often indulge in <a href=""http://www.amazon.com/gp/product/B003UYCZN8"">Gatorade</a> sports drinks, which are said to have a small amount of sucralose, depending on the flavor.  As a personal taste, and this is highly subjective, this one didn't work for me, but I'm not ruling this product family out, as the <a href=""http://www.amazon.com/gp/product/B006MONQJU"">Vitamin Squeeze Energy Drink, Tropical Citrus</a> may be an improvement in taste.<br /><br />6/21/2012",0,0
B006MONQMC,"Pleasantly Surprised I am a person who likes water.  I just actually LIKE to drink water.  I've seen several of these products on the market and when offered the chance to try this one, I said, ""why not.""  I have to say, I was pleasantly surprised.  Not like a fruit juice, but not like a crystal light either.  It added a bit of flavor that was pleasing.  While it has artificial sweeteners in it, it didn't have *that* aftertaste.  Anyone who has sipped a diet drink knows what I am talking about.  The added benefits of vitamins has this as something I would buy again.  I still love my water, but this is a nice treat as well.",1,1
B006MONQMC,"Tastes great! Makes water fun! The fruit punch flavored Vitamin Squeeze adds instant flavor to your boring old water, making it easy and refreshing to drink. In addition, each squirt provides tons of vitamins as well as caffeine, taurine and electrolytes.<br /><br />I'm trying to drink more water and be healthy, and it is much easier to drink water when you squeeze this great flavoring into it. However, be careful that you don't squeeze into a full glass. You could wind up with the flavoring everywhere, including all over your clothes.",1,1
B006MONQMC,"Just a Squeeze is All it Takes Vitamin Squeeze is a good means to improve nutrition and liven up the taste of plain, boring H2O. Just a small squeeze is all it takes to add vitamins and flavor to a glass of water, encouraging better nutrition and more frequent water consumption- two things we could all use more of in our diet.<br /><br />Vitamin Squeeze is a great idea in concept and it is more economical than purchasing vitamin- enhanced water. It does add some good amounts of key nutrients to your water; namely, Vitamin C, four different B vitamins, chromium, and zinc. It doesn't add any sugar, carbs, fat, or calories so it does have many things going for it from a purely nutritional standpoint and some would be wise to consider it for this reason alone.<br /><br />So, with so much going for it, are there any drawbacks to this beverage enhancement? Yes, there are exactly two and the one that will concern most is the taste. It is fruit punch flavored, but the taste is not very natural and it isn't very appealing. And since it is made with sucrolose, there is a slight aftertaste.<br /><br />The other thing that annoyed me about this beverage is that it doesn't define exactly how much you need to use for a standard serving. The instructions just tell you that one squeeze will do the trick, but it doesn't say how large a squeeze actually is. When you consider there are 12 ounces per bottle and that one bottle is good for 24 servings, you then figure out that a squeeze equals one- half ounce. Also, if you look at the nutrition label, you will see a serving size indicated. Thus, you will eventually figure it out, but it would have been nice if the manufaturer was clearer in this regard.<br /><br />In summary, Vitamin Squeeze isn't the greatest tasting beverage additive, but it doesn't taste terrible and it is still better than a glass of plain water. With the added nutrition and lack of fat, carbs, sugar, or calories, it has enough going for it to recommend and it does make a nice alternative to wasting so much money on individual bottles of vitamin- enhanced water.",0,0
B006MONQMC,"Good, not great This product is good but not great. There are no instructions, so you have to just kind of try it and adjust to taste. The bottle does say, ""One squeeze is all you need"", but they don't define how much a squeeze is...a tiny squeeze or a great long one, etc. For what it's worth, I'd suggest doing a LONG squeeze. That said, once you get it ""dialed in"", it doesn't taste bad at all. Just like regular fruit punch. I'm not a big fruit punch fan, so it is what it is. But as far as fruit punch goes, it tastes pretty good. I can't speak to the vitamin aspects of it, but I have no reason to doubt what they say is in it. Overall, easily recommended if you like fruit punch. If not, probably not for you.",1,1
B006MONQMC,"It's okay... for vitamin water This product works as advertised but the after taste is no great.  As my son put it: ""It tastes like vitamin water"".  For what it is, it is just fine.  But it is not great.",0,0
B006MONQMC,Good but bulky I hadn't tried Vitamin Squeezw or Mio  when I decided to give this a shot. I really liked it and used most of the bottle until I decided to pick up a few Mios  at Target for comparison. I found I really preferred Mio due to their flavors and ultra portability. Vitamin Squeeze has the same amount of servings as Mio but requires refrigeration and is very large.,0,1
B006MONQMC,"Better Than Mio, But Not Very Tasty I personally love plain water, and normally would have no problem drinking it plain.  However, the added energy and vitamin C would sometimes be a handy timesaver for me.  I probably won't be purchasing this product for myself, because I hated the taste.  As another reviewer noted, it has a medicine type taste, not to mention a rather long lasting aftertaste.  It may just be an acquired taste, as I tend to dislike artificial sweetener type tastes, though many other people are not bothered by them.<br /><br />I tried with little success to vary the amount used, thinking perhaps a smaller squirt would be better.  However, it's tough to squirt from this bottle, and it tended to be a large serving each time.  I do have arthritis in my hands, and that may have affected my use of the bottle.<br /><br />I'll stick to my plain old water.  Seems like just another way to part the consumer with his dollar.  `",-1,0
B006MONQMC,"It's Okay I really wanted to like this product.  I though it might be a nice alternative to the iced-coffee I drink during the summer; and I REALLY liked the idea that it had vitamins.<br /><br />LIKES<br />--Two squirts in a cup of cold water produced a refreshing drink.  It tasted 'fruit punchy' and crisp.<br />--Bottle was easy to use and didn't leak.<br /><br />DISLIKES<br />--After five minutes I suddenly discovered an after-taste that persisted for more than fifteen minutes.  Meh.<br /><br />WISHFUL THINKING<br />--Wish they had used another sweetner.<br />--Wish they'd come out with a kid's version without caffeine.<br /><br />Conclusion<br />I think this product is well priced.  I think the initial flavor is really nice, but the after taste popped up after awhile which sort of detracted from the overall experience.  You might try this in iced tea.<br /><br />Pam T~",0,0
B006MONQMC,"Room for improvement. The Vitamin Squeeze Energy Drink is a drink that I wanted to work so much. I have been dieting and I wanted the drink to provide me with energy, but that didn't happen. I thought that if I increase the amount that I was putting in my water that I would then see and increase of energy but even this didn't give me much energy at all. The concentrated liquid quickly dissovlves in the water but that is the only positive about this mix.<br /><br />I squeezed the Fruit punch into a bottle of water and when I finished I had a big mess the cap of the bottle leaks everywhere. There was a bitter aftertaste and I had to mix it with my crystal Light fruit punch in order to tolerate the taste. I continued to use Vitamin Squeeze Energy Drink but I have yet to benefit from the mix. I think that if the taste is fixed and they increase the B vitamins from 40% to about 60% then this will be a good product.",-1,0
B006MONQMC,"Not bad, not sure if it really works I'm giving this four stars because the flavor isn't offensive and there's no aftertaste. It also is not loaded up with sugar.<br /><br />However, I have no idea if this is actually beneficial to one's health or actually does what it is advertised to do.<br /><br />If you like to flavor your water with somehing that's not sugary, this is an attractive option.  I can also see it being a desirable additive to your water that you take on a bike ride or to the gym.",1,-1
B006MONQMC,"Not Really Worth It As someone who loves coffee and orange juice, I didn't really see the point in this ""energy drink."" I'm not exactly nuts about the energy drink fad either as I prefer to get my nutrition naturally. But this Vitamin Squeeze looked like it could be pretty good so I gave it a shot.<br /><br />There are a few problems off the bat. There's no real way of measuring how much to put in your cup. I guess you could use a measuring cup, but that seems like a hassle just to put something in your water. Beyond that, there's no way of fixing it if you put too much in. This drink requires a fair amount of finesse as there's no real margin for error.<br /><br />Beyond that, it tastes really fake. Like watered down kool aid infused with one of those vitamins that's not supposed to have an after taste but does. This drink is supposed to be an easier way to get your vitamins, but it certainly is not.<br /><br />I don't recommend this drink to anyone. It's possible that some people may enjoy this taste. But for the price and what you're getting, it's just not worth it. Drink a cup of coffee and some OJ instead.",-1,-1
B006MONQMC,"Value of this water enhancer is limited There's 40 mg of caffeine in an 8 ounce serving of this drink, which is about half-way between the amount in 8 ounces of green and black tea.  If you're watching your intake of caffeine, there is a problem with that amount.  Consider this perspective:  An 8 oz. cup of tea is an average serving for a morning or afternoon ""cuppa"".  But 8 oz. of water mixed with this water enhancer is NOT going to be an average serving.  You or your child will be sucking down way more than 8 ounces at a time.  And that means you will be ingesting a good amount of caffeine (and Vitamin C).  If that works for your body, well then, fine.  But it doesn't work for children and it usually doesn't work for older people.  So consider that before hitting that ""Add to Cart"" button.  And, I may be wrong, but haven't I read somewhere that an over abundance of Vitamin C is not good for you?<br /><br />Other observations:  Good:  I liked the taste much better than I like Mio and I didn't detect an unpleasant aftertaste.  Bad:  The fact that the bottle is 12 ounces big and you have to store it in the frig after opening will prevent me from carrying it around in my purse, briefcase or the console of my vehicle.<br /><br />I think there are much better ways to get my Vitamin C and if I need a waker-upper, I'll have a cup of tea.  I can buy some very expensive and wonderfully fulfilling and sensual teas for the same money....",0,1
B006MONQMC,Akin to squeezable koolaid.. I have a hard time imagining a big market for this product. While it sounded good in theory it has too many negatives to it to be worthwhile.My first complaint is that it tastes like weak koolaid plus leaves an aftertaste that is not thirst quenching at all. Also the size of the bottle combined with the fact that it needs to be refrigerated makes it inconvenient for on-the-go.,-1,0
